Hearing Date and Time Start,ALJ,Case
2016-03-08T09:00:00,Cyrus,15-000557
2016-03-08T09:00:00,Cyrus,15-001127
2016-03-08T10:00:00,Manley,15-000098
2016-03-08T10:30:00,Manley,15-000146
2016-03-08T11:00:00,Manley,15-000185
2016-03-10T09:00:00,Ballin,15-000018
2016-03-10T10:30:00,Ballin,14-003736
2016-03-10T13:00:00,Ballin,15-000650
2016-03-10T14:00:00,Ballin,15-000399
2016-03-21T09:00:00,Ballin,15-001254
2016-03-21T09:00:00,Cyrus,15-000317
2016-03-21T13:00:00,Ballin,14-001046
2016-03-21T15:00:00,Ballin,14-004145
2016-03-22T09:00:00,Cyrus,14-001974
2016-03-22T09:00:00,Ballin,14-001671
2016-03-22T09:30:00,Manley,15-000188
2016-03-22T10:30:00,Manley,15-000740
2016-03-22T11:00:00,Manley,15-000852
2016-03-22T13:00:00,Ballin,14-000017
2016-03-22T15:00:00,Ballin,14-003509
2016-03-23T09:00:00,Haggerty,15-000675
2016-03-23T09:00:00,Cyrus,15-000133
2016-03-23T10:30:00,Haggerty,15-000685
2016-03-23T13:00:00,Cyrus,15-000660
2016-03-23T14:00:00,Cyrus,15-000672
2016-03-23T14:00:00,Haggerty,15-000729
2016-03-23T15:00:00,Ballin,15-000577
2016-03-23T15:00:00,Haggerty,15-000756
2016-03-24T09:00:00,Manley,15-000878
2016-03-24T09:00:00,Ballin,15-000741
2016-03-24T09:30:00,Manley,15-000956
2016-03-24T10:30:00,Ballin,15-000759
2016-03-24T13:00:00,Ballin,15-001446
2016-03-24T14:00:00,Ballin,15-000684
2016-03-24T14:30:00,Cyrus,15-000808
2016-03-28T09:00:00,Haggerty,15-000846
2016-03-28T10:30:00,Ballin,15-000786
2016-03-28T10:30:00,Haggerty,15-000795
2016-03-28T13:00:00,Ballin,15-000452
2016-03-28T15:00:00,Ballin,15-000780
2016-03-29T09:00:00,Manley,15-001184
2016-03-29T09:00:00,Cyrus,14-001563
2016-03-29T10:00:00,Manley,15-001594
2016-03-29T10:00:00,Cyrus,14-004155
2016-03-29T10:00:00,Ballin,15-000875
2016-03-29T11:00:00,Manley,15-001315
2016-03-29T14:30:00,Cyrus,15-000493
2016-03-29T15:00:00,Ballin,15-000760
2016-03-30T09:00:00,Manley,15-001418
2016-03-30T09:00:00,Cyrus,15-000833
2016-03-30T09:00:00,Haggerty,14-002907
2016-03-30T10:00:00,Manley,15-001486
2016-03-30T10:00:00,Haggerty,15-000848
2016-03-30T13:00:00,Cyrus,15-000482
2016-03-30T13:00:00,Haggerty,15-000643
2016-03-30T15:00:00,Cyrus,15-000832
2016-03-30T15:00:00,Haggerty,15-000812
2016-03-31T09:00:00,Manley,15-001605
2016-03-31T09:00:00,Ballin,15-000883
2016-03-31T09:30:00,Manley,15-001665
2016-03-31T10:00:00,Manley,15-000250
2016-03-31T10:00:00,Ballin,15-000886
2016-03-31T10:00:00,Cyrus,15-000941
2016-03-31T10:30:00,Manley,15-001755
2016-03-31T13:00:00,Ballin,15-000681
2016-03-31T13:00:00,Cyrus,15-000654
2016-03-31T13:00:00,Manley,15-000885
2016-03-31T15:00:00,Ballin,15-000979
2016-03-31T15:00:00,Cyrus,15-000970
2016-04-01T09:00:00,Haggerty,14-003892
2016-04-01T13:00:00,Haggerty,15-000911
2016-04-05T09:00:00,Manley,14-001788
2016-04-05T09:00:00,Ballin,14-004116
2016-04-05T09:00:00,Cyrus,14-003721
2016-04-05T09:30:00,Manley,14-004080
2016-04-05T10:30:00,Cyrus,14-004056
2016-04-05T11:00:00,Manley,15-001766
2016-04-05T13:00:00,Haggerty,14-004196
2016-04-05T13:00:00,Haggerty,15-000957
2016-04-05T13:00:00,Ballin,14-003842
2016-04-05T13:00:00,Ballin,15-001442
2016-04-05T13:00:00,Cyrus,15-000465
2016-04-05T13:00:00,Cyrus,15-000466
2016-04-05T13:00:00,Cyrus,15-000755
2016-04-05T15:00:00,Haggerty,15-000984
2016-04-06T09:00:00,Manley,14-003016
2016-04-06T09:00:00,Haggerty,15-000728
2016-04-06T09:30:00,Manley,14-002893
2016-04-06T10:00:00,Manley,15-000564
2016-04-06T10:30:00,Manley,14-004120
2016-04-06T11:00:00,Manley,15-000029
2016-04-06T13:00:00,Haggerty,15-000988
2016-04-06T13:00:00,Cyrus,15-000315
2016-04-07T09:00:00,Ballin,15-000991
2016-04-07T09:00:00,Haggerty,15-001012
2016-04-07T10:00:00,Cyrus,15-001013
2016-04-07T10:30:00,Ballin,15-001004
2016-04-07T10:30:00,Haggerty,15-001008
2016-04-07T13:00:00,Cyrus,15-000762
2016-04-12T09:00:00,Manley,14-002987
2016-04-12T09:00:00,Haggerty,15-001009
2016-04-12T09:00:00,Ballin,15-001047
2016-04-12T09:30:00,Manley,14-002988
2016-04-12T10:00:00,Manley,15-001522
2016-04-12T10:00:00,Haggerty,15-000836
2016-04-12T10:30:00,Manley,14-002512
2016-04-12T10:30:00,Ballin,15-001014
2016-04-12T13:00:00,Manley,14-003477
2016-04-12T13:00:00,Ballin,15-001070
2016-04-12T14:00:00,Haggerty,15-001083
2016-04-12T14:30:00,Ballin,15-001082
2016-04-13T09:00:00,Ballin,15-001088
2016-04-13T09:00:00,Haggerty,15-000763
2016-04-13T13:00:00,Haggerty,15-001085
2016-04-14T09:00:00,Manley,15-000198
2016-04-14T09:00:00,Haggerty,15-001084
2016-04-14T09:00:00,Ballin,15-001094
2016-04-14T10:00:00,Manley,15-001815
2016-04-14T10:30:00,Ballin,15-001110
2016-04-14T11:00:00,Manley,15-001954
2016-04-14T13:00:00,Ballin,15-001124
2016-04-14T13:00:00,Haggerty,15-001182
2016-04-14T13:30:00,Manley,14-001798
2016-04-14T14:00:00,Ballin,15-001129
2016-04-14T14:00:00,Haggerty,15-001202
2016-04-14T15:00:00,Ballin,15-001130
2016-04-19T09:00:00,Haggerty,15-001240
2016-04-19T09:00:00,Ballin,15-000593
2016-04-19T09:00:00,Ballin,15-000594
2016-04-19T09:00:00,Ballin,15-000603
2016-04-19T09:00:00,Ballin,15-000604
2016-04-19T09:00:00,Ballin,15-000613
2016-04-19T09:00:00,Ballin,15-000614
2016-04-19T09:00:00,Ballin,15-000623
2016-04-19T09:00:00,Ballin,15-000664
2016-04-19T09:00:00,Ballin,15-000673
2016-04-19T09:00:00,Ballin,15-000674
2016-04-19T10:00:00,Manley,15-001952
2016-04-19T10:30:00,Manley,15-001986
2016-04-19T13:00:00,Manley,15-001865
2016-04-19T13:00:00,Haggerty,15-000972
2016-04-19T15:00:00,Haggerty,15-000948
2016-04-20T09:00:00,Ballin,15-001268
2016-04-20T10:00:00,Ballin,15-001197
2016-04-20T13:00:00,Haggerty,15-001226
2016-04-20T14:30:00,Ballin,15-001231
2016-04-21T09:00:00,Ballin,15-001255
2016-04-21T09:00:00,Haggerty,15-000884
2016-04-21T09:30:00,Manley,15-002036
2016-04-21T10:00:00,Ballin,15-001260
2016-04-21T10:30:00,Manley,15-002025
2016-04-21T13:00:00,Haggerty,15-001301
2016-04-21T14:00:00,Ballin,15-001276
2016-04-21T14:00:00,Haggerty,15-001310
2016-04-21T15:00:00,Ballin,15-001278
2016-04-26T09:00:00,Ballin,15-001337
2016-04-26T09:00:00,Cyrus,15-000973
2016-04-26T09:00:00,Cyrus,15-000974
2016-04-26T09:30:00,Manley,15-002205
2016-04-26T10:00:00,Manley,15-002276
2016-04-26T10:00:00,Manley,15-002405
2016-04-26T10:00:00,Ballin,15-001252
2016-04-26T10:30:00,Cyrus,15-002424
2016-04-26T10:30:00,Manley,15-002293
2016-04-26T10:30:00,Haggerty,15-001387
2016-04-26T11:00:00,Manley,15-002323
2016-04-26T11:00:00,Manley,15-002430
2016-04-26T13:00:00,Ballin,15-000978
2016-04-26T13:00:00,Cyrus,15-000864
2016-04-26T13:00:00,Haggerty,15-001174
2016-04-26T15:00:00,Haggerty,15-001379
2016-04-26T15:00:00,Haggerty,15-001404
2016-04-27T09:00:00,Manley,15-002340
2016-04-27T09:00:00,Ballin,15-001422
2016-04-27T09:00:00,Haggerty,15-001138
2016-04-27T10:00:00,Cyrus,15-001121
2016-04-27T10:30:00,Haggerty,15-001458
2016-04-27T13:00:00,Ballin,15-001439
2016-04-27T13:00:00,Cyrus,15-001234
2016-04-27T14:00:00,Ballin,15-001218
2016-04-28T09:00:00,Manley,15-002433
2016-04-28T09:00:00,Cyrus,14-003110
2016-04-28T09:00:00,Haggerty,15-001194
2016-04-28T09:00:00,Ballin,15-000751
2016-04-28T09:30:00,Manley,15-002444
2016-04-28T10:00:00,Manley,15-002463
2016-04-28T10:30:00,Manley,15-002465
2016-04-28T10:30:00,Ballin,14-004112
2016-04-28T13:00:00,Haggerty,15-001261
2016-04-28T14:30:00,Haggerty,15-001308
2016-05-03T09:00:00,Manley,15-002513
2016-05-03T09:00:00,Ballin,14-003725
2016-05-03T09:00:00,Haggerty,14-004363
2016-05-03T09:30:00,Manley,15-002543
2016-05-03T10:00:00,Manley,15-002565
2016-05-03T10:30:00,Haggerty,15-002580
2016-05-03T10:30:00,Manley,14-003331
2016-05-03T11:00:00,Haggerty,15-002656
2016-05-03T13:00:00,Ballin,15-000560
2016-05-03T13:00:00,Haggerty,14-001939
2016-05-03T13:00:00,Cyrus,15-000722
2016-05-03T14:00:00,Cyrus,15-000633
2016-05-04T09:00:00,Manley,15-002880
2016-05-04T09:00:00,Ballin,15-000805
2016-05-04T09:00:00,Cyrus,15-000199
2016-05-04T10:00:00,Ballin,14-003358
2016-05-04T10:00:00,Manley,14-004355
2016-05-04T14:00:00,Cyrus,14-003305
2016-05-04T14:00:00,Haggerty,14-003285
2016-05-04T15:00:00,Cyrus,14-001170
2016-05-05T09:00:00,Ballin,14-003885
2016-05-05T13:00:00,Ballin,15-002285
2016-05-05T13:00:00,Ballin,15-002345
2016-05-05T13:00:00,Ballin,15-002666
2016-05-05T13:00:00,Cyrus,15-000127
2016-05-10T09:00:00,Haggerty,15-000068
2016-05-10T10:00:00,Ballin,14-003158
2016-05-10T10:30:00,Haggerty,15-000055
2016-05-10T13:00:00,Ballin,15-000056
2016-05-10T14:00:00,Ballin,14-003554
2016-05-11T09:00:00,Haggerty,15-001028
2016-05-11T09:00:00,Manley,15-001312
2016-05-11T09:00:00,Cyrus,15-000599
2016-05-11T10:30:00,Haggerty,15-001470
2016-05-11T10:30:00,Ballin,14-002031
2016-05-11T13:00:00,Ballin,15-000111
2016-05-11T13:00:00,Cyrus,15-001309
2016-05-11T14:00:00,Ballin,15-000196
2016-05-11T14:00:00,Cyrus,15-001382
2016-05-11T14:00:00,Haggerty,15-001511
2016-05-11T15:00:00,Ballin,15-001510
2016-05-11T15:00:00,Cyrus,15-001402
2016-05-11T15:00:00,Haggerty,15-000872
2016-05-12T09:30:00,Manley,15-000733
2016-05-12T09:30:00,Manley,15-001333
2016-05-12T13:00:00,Haggerty,15-001010
2016-05-12T14:30:00,Haggerty,15-001020
2016-05-17T09:00:00,Cyrus,15-001131
2016-05-17T09:00:00,Haggerty,15-001413
2016-05-17T09:00:00,Manley,15-001343
2016-05-17T09:00:00,Ballin,15-001136
2016-05-17T09:00:00,Ballin,15-001165
2016-05-17T09:00:00,Ballin,15-001425
2016-05-17T09:00:00,Ballin,15-001525
2016-05-17T09:00:00,Ballin,15-001796
2016-05-17T10:30:00,Cyrus,15-001512
2016-05-17T13:00:00,Haggerty,14-004077
2016-05-18T09:00:00,Ballin,15-001277
2016-05-18T09:00:00,Cyrus,15-001279
2016-05-18T09:00:00,Manley,15-001349
2016-05-18T09:00:00,Haggerty,15-000924
2016-05-18T09:00:00,Haggerty,15-001843
2016-05-18T09:00:00,Haggerty,15-001844
2016-05-18T09:00:00,Haggerty,15-001853
2016-05-18T10:30:00,Ballin,15-001517
2016-05-18T13:00:00,Ballin,15-001176
2016-05-18T13:00:00,Cyrus,15-001205
2016-05-18T15:00:00,Ballin,15-001528
2016-05-18T15:00:00,Cyrus,15-001538
2016-05-24T09:00:00,Cyrus,15-001311
2016-05-24T09:00:00,Manley,15-001373
2016-05-24T09:00:00,Ballin,15-000955
2016-05-24T10:30:00,Manley,15-001637
2016-05-24T13:00:00,Ballin,15-001345
2016-05-24T13:00:00,Cyrus,15-001158
2016-05-24T14:30:00,Ballin,15-001334
2016-05-25T09:00:00,Ballin,15-000809
2016-05-25T09:00:00,Cyrus,14-001289
2016-05-25T10:30:00,Manley,15-001551
2016-05-25T13:00:00,Ballin,15-000253
2016-05-25T15:00:00,Ballin,15-000471
2016-05-26T09:00:00,Cyrus,15-001449
2016-05-26T09:00:00,Haggerty,15-001360
2016-05-26T10:00:00,Ballin,14-000251
2016-05-26T10:30:00,Haggerty,15-001585
2016-05-26T13:00:00,Ballin,15-000949
2016-05-26T13:00:00,Haggerty,15-001366
2016-05-26T14:00:00,Ballin,15-000940
2016-05-26T14:30:00,Haggerty,15-001383
2016-05-26T15:00:00,Ballin,15-000950
2016-05-31T09:00:00,Cyrus,15-001481
2016-05-31T09:00:00,Haggerty,15-001385
2016-05-31T10:30:00,Cyrus,15-001701
2016-05-31T10:30:00,Haggerty,15-001584
2016-05-31T13:00:00,Haggerty,15-001583
2016-05-31T14:00:00,Haggerty,15-001604
2016-06-01T09:00:00,Ballin,15-000822
2016-06-01T10:30:00,Cyrus,15-000771
2016-06-01T13:00:00,Ballin,15-001053
2016-06-01T13:00:00,Cyrus,15-000678
2016-06-01T13:00:00,Haggerty,15-001244
2016-06-01T13:00:00,Haggerty,15-001574
2016-06-01T14:30:00,Ballin,15-002229
2016-06-01T14:30:00,Cyrus,15-001496
2016-06-01T15:00:00,Ballin,15-000718
2016-06-01T16:00:00,Cyrus,16-000134
2016-06-02T09:00:00,Cyrus,15-000657
2016-06-02T09:00:00,Haggerty,15-000727
2016-06-02T09:00:00,Ballin,15-000647
2016-06-02T10:00:00,Cyrus,15-001869
2016-06-02T13:00:00,Ballin,14-003137
2016-06-07T09:00:00,Cyrus,15-000825
2016-06-07T09:00:00,Haggerty,15-000944
2016-06-07T09:00:00,Ballin,15-003990
2016-06-07T09:00:00,Manley,15-000336
2016-06-07T10:30:00,Ballin,15-001017
2016-06-07T13:00:00,Ballin,14-003859
2016-06-07T13:00:00,Cyrus,15-001235
2016-06-07T14:30:00,Ballin,15-000522
2016-06-08T09:00:00,Ballin,15-001498
2016-06-08T09:00:00,Cyrus,14-001794
2016-06-08T09:00:00,Haggerty,15-000461
2016-06-08T10:30:00,Ballin,15-001666
2016-06-08T13:00:00,Haggerty,15-001515
2016-06-08T13:00:00,Cyrus,15-000584
2016-06-08T14:30:00,Ballin,15-001660
2016-06-08T14:30:00,Haggerty,15-001557
2016-06-09T09:00:00,Ballin,15-001742
2016-06-09T09:00:00,Haggerty,15-001577
2016-06-09T10:25:00,Haggerty,15-001676
2016-06-09T10:30:00,Ballin,15-001770
2016-06-09T13:00:00,Haggerty,15-001683
2016-06-09T14:00:00,Ballin,15-001779
2016-06-09T15:00:00,Cyrus,15-001750
2016-06-14T09:00:00,Ballin,15-001587
2016-06-14T09:00:00,Cyrus,14-003000
2016-06-14T09:00:00,Cyrus,14-003010
2016-06-14T09:00:00,Cyrus,14-003210
2016-06-14T09:00:00,Cyrus,14-003389
2016-06-14T10:30:00,Ballin,15-001624
2016-06-14T13:00:00,Ballin,15-001625
2016-06-14T14:30:00,Ballin,15-001629
2016-06-15T09:00:00,Ballin,14-003119
2016-06-15T09:00:00,Haggerty,15-001632
2016-06-15T10:00:00,Ballin,15-001633
2016-06-15T10:30:00,Haggerty,15-001818
2016-06-15T13:00:00,Ballin,15-001667
2016-06-15T13:00:00,Haggerty,15-001644
2016-06-16T09:00:00,Cyrus,15-001854
2016-06-16T09:00:00,Haggerty,15-001726
2016-06-16T10:00:00,Ballin,15-001690
2016-06-16T10:30:00,Haggerty,15-001799
2016-06-16T13:00:00,Ballin,15-001741
2016-06-16T13:00:00,Haggerty,15-001710
2016-06-16T13:00:00,Haggerty,15-001824
2016-06-16T13:00:00,Cyrus,15-000183
2016-06-28T09:00:00,Cyrus,14-001673
2016-06-28T09:00:00,Cyrus,14-001683
2016-06-28T09:00:00,Haggerty,15-002342
2016-06-28T10:00:00,Ballin,15-001232
2016-06-28T10:00:00,Haggerty,15-001025
2016-06-28T13:00:00,Haggerty,15-001642
2016-06-28T13:00:00,Ballin,14-003565
2016-06-28T13:00:00,Cyrus,14-003737
2016-06-28T13:00:00,Manley,15-000641
2016-06-28T15:00:00,Manley,14-001373
2016-06-29T09:00:00,Haggerty,15-000441
2016-06-29T10:30:00,Cyrus,15-001939
2016-06-29T13:00:00,Haggerty,15-001897
2016-06-29T13:00:00,Cyrus,15-001159
2016-06-29T14:00:00,Haggerty,15-001899
2016-06-29T15:00:00,Haggerty,15-001925
2016-06-30T10:00:00,Cyrus,15-001846
2016-06-30T13:00:00,Manley,15-001960
2016-06-30T14:00:00,Cyrus,15-002014
2016-06-30T14:00:00,Haggerty,15-002027
2016-06-30T15:00:00,Cyrus,15-002044
2016-06-30T15:00:00,Haggerty,15-002039
2016-06-30T15:00:00,Manley,15-002009
2016-07-05T09:00:00,Ballin,15-001169
2016-07-05T09:00:00,Haggerty,15-001250
2016-07-05T13:00:00,Cyrus,14-004337
2016-07-05T15:00:00,Cyrus,14-003691
2016-07-05T15:00:00,Haggerty,15-001497
2016-07-06T09:00:00,Ballin,15-001177
2016-07-06T09:00:00,Haggerty,15-000661
2016-07-06T10:30:00,Ballin,14-003732
2016-07-06T10:30:00,Cyrus,15-000961
2016-07-06T13:00:00,Ballin,15-001592
2016-07-06T13:00:00,Haggerty,14-004307
2016-07-06T13:00:00,Cyrus,15-001302
2016-07-06T14:00:00,Haggerty,15-000065
2016-07-06T15:00:00,Haggerty,15-001466
2016-07-07T09:00:00,Cyrus,15-001005
2016-07-07T09:30:00,Haggerty,15-001073
2016-07-07T09:30:00,Ballin,14-001440
2016-07-07T10:00:00,Cyrus,15-000935
2016-07-07T13:00:00,Ballin,14-003872
2016-07-07T13:00:00,Haggerty,14-003846
2016-07-07T13:00:00,Cyrus,15-001052
2016-07-07T15:00:00,Haggerty,14-003891
2016-07-12T10:25:00,Ballin,14-004028
2016-07-12T10:30:00,Haggerty,14-004252
2016-07-12T13:00:00,Ballin,15-001375
2016-07-12T13:00:00,Haggerty,15-000275
2016-07-12T14:30:00,Ballin,15-001273
2016-07-12T15:00:00,Haggerty,15-000531
2016-07-13T09:00:00,Haggerty,15-000489
2016-07-13T09:00:00,Cyrus,15-002501
2016-07-13T10:00:00,Ballin,15-002265
2016-07-13T10:30:00,Haggerty,15-001220
2016-07-13T13:00:00,Ballin,16-001102
2016-07-13T13:00:00,Cyrus,14-003562
2016-07-13T13:00:00,Haggerty,15-000490
2016-07-14T09:00:00,Ballin,15-000348
2016-07-14T09:00:00,Cyrus,14-001835
2016-07-14T09:00:00,Haggerty,15-002949
2016-07-14T10:30:00,Ballin,15-001596
2016-07-14T10:30:00,Cyrus,14-002377
2016-07-14T10:30:00,Haggerty,14-004327
2016-07-14T13:00:00,Haggerty,14-004177
2016-07-14T13:00:00,Cyrus,16-000126
2016-07-14T14:00:00,Cyrus,14-001192
2016-07-14T15:00:00,Cyrus,14-003232
2016-07-19T09:00:00,Ballin,15-001560
2016-07-19T09:00:00,Cyrus,15-001429
2016-07-19T09:00:00,Manley,15-001388
2016-07-19T10:30:00,Ballin,15-001655
2016-07-19T13:00:00,Ballin,15-001105
2016-07-19T13:00:00,Cyrus,15-000922
2016-07-19T13:00:00,Cyrus,15-000967
2016-07-19T13:00:00,Haggerty,15-001101
2016-07-19T14:00:00,Ballin,14-003281
2016-07-19T14:00:00,Haggerty,15-001161
2016-07-20T09:00:00,Ballin,14-001723
2016-07-20T09:00:00,Cyrus,15-000361
2016-07-20T09:00:00,Cyrus,15-002621
2016-07-20T09:00:00,Cyrus,15-003281
2016-07-20T10:00:00,Ballin,15-001904
2016-07-20T10:30:00,Cyrus,15-001725
2016-07-20T13:00:00,Cyrus,15-001606
2016-07-20T13:00:00,Ballin,14-001197
2016-07-20T13:00:00,Cyrus,15-002301
2016-07-20T13:00:00,Cyrus,15-002431
2016-07-20T13:00:00,Cyrus,15-003242
2016-07-20T15:00:00,Ballin,14-003708
2016-07-21T09:00:00,Ballin,14-003939
2016-07-21T13:00:00,Ballin,14-003511
2016-07-21T13:00:00,Cyrus,15-001326
2016-07-21T14:00:00,Ballin,14-002761
2016-07-21T14:00:00,Cyrus,15-001335
2016-07-21T15:00:00,Ballin,15-001474
2016-07-21T15:00:00,Cyrus,15-001336
2016-07-26T09:00:00,Ballin,15-002650
2016-07-26T09:00:00,Ballin,15-003030
2016-07-26T10:30:00,Cyrus,15-001617
2016-07-26T10:30:00,Haggerty,15-001675
2016-07-26T13:00:00,Ballin,15-001066
2016-07-26T13:00:00,Haggerty,15-001872
2016-07-26T14:00:00,Ballin,15-000616
2016-07-26T15:00:00,Ballin,14-004008
2016-07-26T15:00:00,Haggerty,15-001938
2016-07-27T09:00:00,Ballin,15-002083
2016-07-27T09:00:00,Cyrus,15-001595
2016-07-27T10:00:00,Ballin,15-002019
2016-07-27T13:00:00,Cyrus,15-000639
2016-07-27T13:00:00,Haggerty,15-001607
2016-07-27T13:00:00,Ballin,15-000713
2016-07-27T14:00:00,Haggerty,15-001789
2016-07-27T14:30:00,Cyrus,15-001771
2016-07-28T09:00:00,Ballin,15-001249
2016-07-28T09:00:00,Cyrus,15-001181
2016-07-28T10:30:00,Haggerty,15-002049
2016-07-28T13:00:00,Cyrus,15-001581
2016-07-28T13:00:00,Ballin,15-001684
2016-07-28T15:00:00,Haggerty,15-001928
2016-08-09T09:00:00,Haggerty,14-000673
2016-08-09T10:30:00,Cyrus,15-001324
2016-08-09T13:00:00,Haggerty,15-002016
2016-08-09T13:00:00,Cyrus,14-002379
2016-08-09T13:00:00,Cyrus,14-002709
2016-08-09T14:00:00,Haggerty,15-002045
2016-08-09T15:00:00,Cyrus,15-000931
2016-08-09T15:00:00,Haggerty,15-002020
2016-08-10T09:00:00,Haggerty,15-000624
2016-08-10T10:00:00,Ballin,15-001922
2016-08-10T13:00:00,Ballin,15-001565
2016-08-10T13:00:00,Ballin,15-001616
2016-08-10T13:00:00,Cyrus,14-001509
2016-08-10T13:00:00,Cyrus,14-001510
2016-08-10T13:00:00,Cyrus,14-001519
2016-08-10T13:00:00,Cyrus,14-001520
2016-08-10T15:00:00,Ballin,15-002126
2016-08-10T15:00:00,Haggerty,15-002047
2016-08-11T09:00:00,Ballin,15-001188
2016-08-11T09:00:00,Haggerty,15-001098
2016-08-11T09:00:00,Cyrus,14-003601
2016-08-11T09:00:00,Cyrus,15-000142
2016-08-11T09:00:00,Cyrus,15-003983
2016-08-11T10:00:00,Ballin,15-001970
2016-08-11T10:30:00,Haggerty,15-002121
2016-08-11T13:00:00,Ballin,15-001502
2016-08-11T14:00:00,Cyrus,15-001878
2016-08-11T15:00:00,Haggerty,15-002080
2016-08-16T09:00:00,Ballin,15-001539
2016-08-16T09:00:00,Cyrus,15-001518
2016-08-16T13:00:00,Cyrus,15-001562
2016-08-16T14:00:00,Ballin,15-001576
2016-08-16T15:00:00,Cyrus,15-002217
2016-08-17T09:00:00,Ballin,15-001361
2016-08-17T10:00:00,Ballin,15-001246
2016-08-17T10:00:00,Cyrus,15-001622
2016-08-17T11:00:00,Haggerty,15-001505
2016-08-17T13:00:00,Ballin,15-001987
2016-08-17T15:00:00,Ballin,15-001855
2016-08-18T09:00:00,Cyrus,15-001540
2016-08-18T13:00:00,Ballin,14-002993
2016-08-18T14:00:00,Cyrus,15-002395
2016-08-18T15:00:00,Cyrus,15-002550
2016-08-23T10:00:00,Ballin,15-000588
2016-08-23T13:00:00,Ballin,15-002904
2016-08-23T13:00:00,Cyrus,15-002745
2016-08-23T14:00:00,Cyrus,14-003831
2016-08-23T14:30:00,Ballin,15-000827
2016-08-23T15:00:00,Cyrus,15-002757
2016-08-24T09:00:00,Ballin,15-000395
2016-08-24T09:00:00,Haggerty,15-002603
2016-08-24T10:00:00,Haggerty,15-001976
2016-08-24T13:00:00,Cyrus,15-001645
2016-08-24T13:00:00,Ballin,15-000637
2016-08-24T13:00:00,Ballin,15-001863
2016-08-24T13:00:00,Ballin,15-001873
2016-08-24T13:00:00,Ballin,15-001874
2016-08-24T13:00:00,Ballin,15-001883
2016-08-24T13:00:00,Ballin,15-001884
2016-08-24T13:00:00,Ballin,15-001893
2016-08-24T13:00:00,Ballin,15-001894
2016-08-24T13:00:00,Ballin,15-001903
2016-08-24T13:00:00,Haggerty,15-001670
2016-08-24T15:00:00,Cyrus,15-002052
2016-08-25T09:00:00,Cyrus,15-002007
2016-08-25T09:00:00,Haggerty,15-002017
2016-08-25T10:30:00,Cyrus,15-002064
2016-08-25T10:30:00,Cyrus,15-002069
2016-08-25T13:00:00,Ballin,15-002231
2016-08-25T13:00:00,Ballin,15-002604
2016-08-25T13:00:00,Cyrus,15-002162
2016-08-25T13:00:00,Haggerty,15-002623
2016-08-25T14:00:00,Ballin,15-002282
2016-08-25T14:00:00,Cyrus,15-002700
2016-08-25T15:00:00,Cyrus,15-003391
2016-08-25T15:00:00,Haggerty,15-002743
2016-08-30T09:00:00,Haggerty,15-002899
2016-08-30T09:00:00,Ballin,15-001831
2016-08-30T09:00:00,Cyrus,15-000926
2016-08-30T10:00:00,Haggerty,15-002995
2016-08-30T10:30:00,Cyrus,15-001889
2016-08-30T11:00:00,Haggerty,15-002965
2016-08-30T13:00:00,Haggerty,14-003202
2016-08-30T13:00:00,Ballin,15-002029
2016-08-30T14:30:00,Ballin,15-002033
2016-08-31T09:00:00,Cyrus,15-001685
2016-08-31T13:00:00,Haggerty,15-001988
2016-08-31T13:00:00,Cyrus,15-002331
2016-08-31T14:30:00,Cyrus,15-002511
2016-08-31T15:00:00,Haggerty,15-002178
2016-09-01T09:00:00,Cyrus,15-001709
2016-09-01T09:00:00,Cyrus,15-001963
2016-09-01T10:30:00,Cyrus,15-002210
2016-09-01T14:00:00,Haggerty,15-003066
2016-09-01T15:00:00,Haggerty,15-003074
2016-09-06T09:00:00,Cyrus,15-002028
2016-09-06T10:30:00,Cyrus,15-002113
2016-09-06T13:00:00,Cyrus,15-001582
2016-09-06T15:00:00,Cyrus,15-002122
2016-09-07T14:00:00,Ballin,15-000891
2016-09-07T15:00:00,Cyrus,15-002124
2016-09-08T10:30:00,Ballin,15-002132
2016-09-08T10:30:00,Cyrus,15-002079
2016-09-08T13:00:00,Ballin,15-002649
2016-09-08T15:00:00,Ballin,15-002143
2016-09-08T15:00:00,Cyrus,15-002150
2016-09-09,,16-123456
2016-09-13T09:00:00,Cyrus,15-002213
2016-09-13T09:00:00,Ballin,15-002053
2016-09-13T10:30:00,Ballin,15-002176
2016-09-13T13:00:00,Ballin,15-001932
2016-09-13T13:00:00,Cyrus,15-002062
2016-09-13T14:00:00,Haggerty,15-002826
2016-09-13T15:00:00,Ballin,15-002226
2016-09-13T15:00:00,Cyrus,15-002235
2016-09-13T15:00:00,Haggerty,15-002873
2016-09-14T09:00:00,Ballin,15-002252
2016-09-14T09:00:00,Haggerty,15-002123
2016-09-14T09:00:00,Cyrus,15-002088
2016-09-14T10:00:00,Ballin,15-002075
2016-09-14T10:30:00,Haggerty,15-002369
2016-09-14T13:00:00,Cyrus,15-002116
2016-09-14T13:00:00,Ballin,15-000255
2016-09-14T13:00:00,Ballin,15-002336
2016-09-14T14:30:00,Cyrus,15-001523
2016-09-15T09:00:00,Ballin,15-002386
2016-09-15T09:00:00,Ballin,15-002115
2016-09-15T09:00:00,Cyrus,14-002753
2016-09-15T10:00:00,Haggerty,15-002366
2016-09-15T10:30:00,Ballin,15-002292
2016-09-15T13:00:00,Ballin,15-002294
